"name";"weight"
"Chemlal";"1"
"Chendri";"1"
"Chennah";"1"
"Chennahi";"1"
"Cherchour";"1"
"Chéré";"1"
"Chergui";"2"
"Cherif";"2"
"Chérif";"2"
"Cherki";"2"
"Cherni";"1"
"Chesneaux";"1"
"Chetioui";"1"
"Chevalier";"4"
"Chevereau";"1"
"Chevreuil";"1"
"Chibani";"1"
"Chibek";"1"
"Chiesa";"1"
"Chihab";"1"
"Chikhaoui";"1"
"Chiotti";"1"
"Cho";"1"
"Chopin";"1"
"Choplin";"1"
"Chorfa";"1"
"Chotard";"2"
"Choubani";"1"
"Chouchane";"1"
"Chouiar";"1"
"Chrétien";"1"
"Chtaï-Telamio";"1"
"Chupin";"1"
"Cibois";"1"
"Cideme";"1"
"Cideron";"1"
"Cillard";"1"
"Cimetière";"1"
"Cimignani";"1"
"Cinquini";"1"
"Ciobanu";"1"
"Cissé";"24"
"Cissokho";"4"
"Cissoko";"1"
"Civet";"1"
"Cladec";"1"
"Claeys";"1"
"Clain";"1"
"Clairicia";"2"
"Clairy";"1"
"Claude";"1"
"Claude-Maurice";"1"
"Clauss";"1"
"Clavé";"1"
"Clavier";"1"
"Clavreul";"1"
"Clément";"1"
"Clementia";"1"
"Clet";"1"
"Coco";"1"
"Codjo-Evora";"1"
"Coeff";"1"
"Coelho";"1"
"Coffi";"1"
"Cognard";"1"
"Cognat";"1"
"Cohade";"1"
"Cohen";"1"
"Coiffic";"1"
"Cointard";"1"
"Colas";"2"
"Colau";"1"
"Colella";"1"
"Colin";"7"
"Colles";"1"
"Collet";"3"
"Collin";"1"
"Colombani";"1"
"Colombel";"1"
"Colombet";"1"
"Colombo";"1"
"Colomo";"1"
"Coly";"1"
"Coman";"1"
"Combo";"1"
"Come Ruiz";"1"
"Comlan";"1"
"Commaret";"1"
"Conde";"1"
"Confais";"2"
"Constant";"2"
"Conte";"1"
"Conté";"2"
"Contena";"1"
"Conti";"1"
"Copin";"1"
"Coponat";"1"
"Coquard";"1"
"Coquelin";"1"
"Coquillard";"1"
"Corain";"1"
"Corbon";"1"
"Corboz";"1"
"Corchia";"1"
"Cordesse";"1"
"Cordier";"1"
"Cordoval";"1"
"Corenthin";"1"
"Cormier";"1"
"Corneillie";"1"
"Cornelis";"1"
"Cornet";"1"
"Cornette";"1"
"Cornic";"1"
"Cornuau Djodjevic";"1"
"Cornud";"1"
"Correa";"2"
"Corréa";"1"
"Corredor";"2"
"Correia";"3"
"Cortes";"1"
"Corvino";"1"
"Coso Le Balc'h";"1"
"Cossier";"1"
"Costa";"1"
"Costarelli";"1"
"Costes";"1"
"Costil";"1"
"Cots";"1"
"Cotten";"1"
"Cottereau";"1"
"Cottin";"1"
"Coubronne";"1"
"Couderc";"3"
"Coudert";"1"
"Coudour";"1"
"Couillot";"1"
"Coulanghon";"1"
"Coulibaly";"22"
"Courbez";"1"
"Courcoul";"1"
"Courel";"1"
"Coureur";"1"
"Court";"1"
